date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:09	90/90	---MCZ	200	added ('OK')	text/plain	etag:W/%223e5bfe150eb48d95abd471211eaf0fba%22	https://www.techladder.io/robots.txt		(from )
19:01:09	76486/76486	---MCZ	200	added ('OK')	text/html	etag:W/%22216f867fe6a1bff0b6c4edc263af8798%22	https://www.techladder.io/	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.techladder.io/index.html	(from )
19:01:09	530/530	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%229b1375f1959ab4f7d26e5341ef7a8f25%22	https://www.techladder.io/hubfs/SI-Images/Home%20Page-Universal/zcw-favicon-16.ico	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.techladder.io/hubfs/SI-Images/Home%20Page-Universal/zcw-favicon-16.ico	(from https://www.techladder.io/)
19:01:09	93868/93868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ddb84c1587287b2df08966081ef063bf%22	https://www.techladder.io/hs/hsstatic/jquery-libs/static-1.1/jquery/jquery-1.7.1.js	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.techladder.io/hs/hsstatic/jquery-libs/static-1.1/jquery/jquery-1.7.1.js	(from https://www.techladder.io/)
19:01:11	2199/2199	---M-Z	200	added ('OK')	text/css	etag:%225eb03f2b-897%22	https://cdnjs.cloudflare.com/ajax/libs/normalize/5.0.0/normalize.min.css	C:/Users/Neha/Desktop/website/ptl.io/techladder/cdnjs.cloudflare.com/ajax/libs/normalize/5.0.0/normalize.min.css	(from https://www.techladder.io/)
19:01:12	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.google-analytics.com/analytics.js	(from https://www.techladder.io/)
19:01:13	19177/19177	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2008%20Mar%202023%2000:01:11%20GMT	https://use.typekit.net/iqh8gac.js	C:/Users/Neha/Desktop/website/ptl.io/techladder/use.typekit.net/iqh8gac.js	(from https://www.techladder.io/)
19:01:13	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/Neha/Desktop/website/ptl.io/techladder/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.techladder.io/)
19:01:13	7632/7632	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250e9d9a6c738c477dac5f1796221a07d%22	https://www.techladder.io/hs-fs/hub/2742707/hub_generated/template_assets/4910487230/1569911029888/Coded_files/Custom/page/si-scripts/global-scripts.js	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.techladder.io/hs-fs/hub/2742707/hub_generated/template_assets/4910487230/1569911029888/Coded_files/Custom/page/si-scripts/global-scripts.js	(from https://www.techladder.io/)
19:01:13	43/43	---M-Z	200	added ('OK')	text/javascript	etag:W/%225d5d2e4b7534d77bbb53cfa5de878914%22	https://www.bugherd.com/sidebarv2.js?apikey=rqawexjbx02ukxnj0eztoa	C:/Users/Neha/Desktop/website/ptl.io/techladder/www.bugherd.com/sidebarv2a773.js	(from https://www.techladder.io/)
